source,target,edge_betweenness,length_m,confidence,status,highway,osm_id,edge_id
34341,34342,0.03447850849870962,23.86783034414445,0.9191655659675597,OPEN,primary,132191814,132191814_0
34340,34341,0.03447561626768711,116.72349293165229,0.9191655659675597,OPEN,primary,132191814,132191814_0
34342,34343,0.03447539378837768,22.47755416933021,0.9191655659675597,OPEN,primary,132191814,132191814_0
34339,34340,0.0344644923022159,9.399240719804872,0.9191655659675597,OPEN,primary,132191814,132191814_0
34343,34344,0.0344608584734953,71.29208816123271,0.9191655659675597,OPEN,primary,132191814,132191814_0
34337,34338,0.034459746076948176,41.987001776703345,0.9191655659675597,OPEN,primary,132191814,132191814_0
34338,34339,0.03445410993444276,18.852717049179688,0.9191655659675597,OPEN,primary,132191814,132191814_0
21010,21011,0.034381952478419506,8.741547569957286,0.9010209798812866,OPEN,primary,42756974,42756974_0
6428,6429,0.03423133398593931,9.96735154649497,0.9730407059192657,OPEN,primary,31235669,31235669_0
6429,6430,0.03412736198866839,5.749950284137537,0.9730407059192657,OPEN,primary,31235669,31235669_0
6430,10071,0.034126027112811846,7.866662151448922,0.9791349053382873,OPEN,primary,580771983,580771983_0
2925,2926,0.03412180000593278,47.432624609440055,0.6852685384189382,LIKELY_OPEN,tertiary,26807590,26807590_0
16013,61043,0.034111120999080424,17.221672391773936,0.8309715151085573,OPEN,residential,1269264427,1269264427_0
34506,60461,0.03407611758773101,25.098170832440186,0.6944390845298767,LIKELY_OPEN,secondary,1311716614,1311716614_0
60461,81127,0.03406877577052001,42.70112484602614,0.6944390845298767,LIKELY_OPEN,secondary,1311716614,1311716614_0
34512,81127,0.03405572365103379,13.300715979520106,0.6944390845298767,LIKELY_OPEN,secondary,1311716614,1311716614_0
21011,21012,0.03402761709827653,6.67660179667249,0.9010209798812866,OPEN,primary,42756974,42756974_0
21012,88275,0.034022277594850346,156.6739484191454,0.6835930391594216,LIKELY_OPEN,primary,760886640,760886640_0
88275,91994,0.03401100530983952,27.789694942567362,0.6835930391594216,LIKELY_OPEN,primary,760886640,760886640_0
91995,91996,0.03399417104209309,41.13985039072696,0.6835930391594216,LIKELY_OPEN,primary,760886640,760886640_0
91994,91995,0.03399046305360268,5.675723970897348,0.6835930391594216,LIKELY_OPEN,primary,760886640,760886640_0
91996,91997,0.03399031473406307,42.870069188275686,0.6835930391594216,LIKELY_OPEN,primary,760886640,760886640_0
91997,91998,0.03398252795823322,30.366274146700878,0.6835930391594216,LIKELY_OPEN,primary,760886640,760886640_0
91998,91999,0.0339786716502032,34.516983000085496,0.6835930391594216,LIKELY_OPEN,primary,760886640,760886640_0
10269,91999,0.03397481534217318,69.70967752480723,0.6835930391594216,LIKELY_OPEN,primary,760886640,760886640_0
9148,58298,0.033970365755984694,8.204237004586266,0.9605399847030639,OPEN,primary,1222891456,1222891456_0
10269,21013,0.0339556821215627,125.26304122400585,0.6835930391594216,LIKELY_OPEN,primary,760886640,760886640_0
21013,21014,0.033895538548248345,74.8531159899094,0.550107833255421,LIKELY_OPEN,primary,42756975,42756975_0
6432,9207,0.03389338791492391,58.79518599604851,0.9787056028842925,OPEN,primary,760543008,760543008_0
6431,6432,0.03389086648275044,49.4340271409815,0.9524331033229828,OPEN,primary,31235670,31235670_0
6431,130481,0.033890569843671205,4.006492259720789,0.800151026248932,OPEN,primary,1311961569,1311961569_0
130391,130481,0.03388841921034677,26.93311405102604,0.800151026248932,OPEN,primary,1311961569,1311961569_0
10071,130391,0.033888270890807155,50.597520551054856,0.9284221716721852,OPEN,primary,1309201345,1309201345_0
21014,21015,0.033887084334490225,15.716002483757128,0.550107833255421,LIKELY_OPEN,primary,42756975,42756975_0
21015,21016,0.03388144819198481,23.733323344946463,0.550107833255421,LIKELY_OPEN,primary,42756975,42756975_0
21016,21017,0.03387707276556614,66.37394352808207,0.550107833255421,LIKELY_OPEN,primary,42756975,42756975_0
21017,21018,0.03385267420129928,38.17843497920439,0.550107833255421,LIKELY_OPEN,primary,42756975,42756975_0
21018,21019,0.03385030108866542,103.62785558845115,0.550107833255421,LIKELY_OPEN,primary,42756975,42756975_0
55584,61098,0.033832947702530335,23.335897085898374,0.8209948742529924,OPEN,secondary,462585119,462585119_0
121696,131741,0.03376865118210673,22.42248350813073,0.7691367387771606,OPEN,primary,1321767441,1321767441_0
130453,131741,0.03376865118210673,7.006049303450294,0.7207546619574229,OPEN,primary,1347255639,1347255639_0
35595,53065,0.033768280383257694,41.35853519433904,0.7341777057647705,OPEN,secondary,1244012476,1244012476_0
6665,23418,0.033663418468749075,12.733646049144516,0.5639096885871887,LIKELY_OPEN,primary,46952983,46952983_0
55584,79718,0.0336462134021536,5.554192677700465,0.8209948742529924,OPEN,secondary,462585119,462585119_0
79717,79718,0.033644136928598974,3.7787755934772886,0.8209948742529924,OPEN,secondary,462585119,462585119_0
79716,79717,0.03364206045504435,46.20139423364702,0.8209948742529924,OPEN,secondary,462585119,462585119_0
1509,79716,0.03363998398148972,25.29200838667504,0.8209948742529924,OPEN,secondary,462585119,462585119_0
34334,34335,0.033542538043961914,9.225444490893588,0.8448918151855469,OPEN,primary,132191813,132191813_0
34334,91300,0.03354179644626383,8.194379135795966,0.7533377150047657,OPEN,primary,1314544796,1314544796_0
9241,9242,0.03341883954792205,49.68180974027254,0.860481276210532,OPEN,secondary,36885143,36885143_0
64775,75785,0.03338606092966687,51.04410243353072,0.5600228457776909,LIKELY_OPEN,primary,631197942,631197942_0
63643,63644,0.03333971107353683,82.98336055687409,0.7336533388001715,OPEN,primary,217565204,217565204_0
63644,63645,0.033336893002284124,66.71310584621537,0.7336533388001715,OPEN,primary,217565204,217565204_0
63645,63646,0.03333422325057103,16.818687855387846,0.7336533388001715,OPEN,primary,217565204,217565204_0
63646,63647,0.03331657322535671,64.27737447995871,0.7336533388001715,OPEN,primary,217565204,217565204_0
27635,63647,0.03330470766218742,52.64229194432951,0.7336533388001715,OPEN,primary,217565204,217565204_0
27635,27638,0.03329766248405565,74.00711149287142,0.7336533388001715,OPEN,primary,217565204,217565204_0
25369,27638,0.03329610512888968,17.465071639119312,0.7336533388001715,OPEN,primary,217565204,217565204_0
6622,6623,0.03312969060544036,88.11365446959692,0.8634235239860624,OPEN,primary,31565098,31565098_0
6623,6624,0.033125834297410346,206.83808633983253,0.8634235239860624,OPEN,primary,31565098,31565098_0
6624,6625,0.03311886327904839,125.81952266227132,0.8634235239860624,OPEN,primary,31565098,31565098_0
52170,123999,0.033103289727388685,7.16866155657239,0.9672030508518218,OPEN,secondary,1162838932,1162838932_0
52169,52170,0.03310165821245291,146.65976878096424,0.9447579860687255,OPEN,secondary,170930850,170930850_0
1116,1117,0.03309535463201922,151.51786397589763,0.6469586074352265,LIKELY_OPEN,primary,23076269,23076269_0
1116,6622,0.03308771617572899,59.94410131344935,0.8384648194679848,OPEN,primary,238459920,238459920_0
